"ID","code","indicator","year","amsterdam_code","naam"
"14106","NLSTR","Strikes in Netherlands","1980","10345","ROTTERDAM"
"14107","NLSTR","Strikes in Netherlands","1980","10345","ROTTERDAM"
"14108","NLSTR","Strikes in Netherlands","1980","11150","AMSTERDAM"
"14109","NLSTR","Strikes in Netherlands","1980","10182","MAASTRICHT"
"14110","NLSTR","Strikes in Netherlands","1980","10648","WORMER"
"14111","NLSTR","Strikes in Netherlands","1980","10426","GRONINGEN"
"14112","NLSTR","Strikes in Netherlands","1980","","DEN HAAG"
"14113","NLSTR","Strikes in Netherlands","1980","10182","MAASTRICHT"
"14114","NLSTR","Strikes in Netherlands","1980","10880","MAASSLUIS"
"14114","NLSTR","Strikes in Netherlands","1980","10345","ROTTERDAM"
"14115","NLSTR","Strikes in Netherlands","1980","","DEN HAAG"
"14116","NLSTR","Strikes in Netherlands","1980","11298","EINDHOVEN"
"14117","NLSTR","Strikes in Netherlands","1980","","LANDELIJK"
"14118","NLSTR","Strikes in Netherlands","1980","","BEEK"
"14119","NLSTR","Strikes in Netherlands","1980","10357","HAARLEM"
"14120","NLSTR","Strikes in Netherlands","1980","11246","HOLTEN"
"14121","NLSTR","Strikes in Netherlands","1980","10880","MAASSLUIS"
"14122","NLSTR","Strikes in Netherlands","1980","10122","MIDDELBURG"
"14122","NLSTR","Strikes in Netherlands","1980","10270","VLISSINGEN"
"14123","NLSTR","Strikes in Netherlands","1980","10345","ROTTERDAM"
"14124","NLSTR","Strikes in Netherlands","1980","11327","ALBLASSERDAM"
"14125","NLSTR","Strikes in Netherlands","1980","","LANDELIJK"
"14126","NLSTR","Strikes in Netherlands","1980","11298","EINDHOVEN"
"14127","NLSTR","Strikes in Netherlands","1980","10345","ROTTERDAM"
"14128","NLSTR","Strikes in Netherlands","1980","10426","GRONINGEN"
"14129","NLSTR","Strikes in Netherlands","1980","11298","EINDHOVEN"
"14130","NLSTR","Strikes in Netherlands","1980","10426","GRONINGEN"
"14131","NLSTR","Strikes in Netherlands","1980","10426","GRONINGEN"
"14132","NLSTR","Strikes in Netherlands","1980","","HAULERWIJK"
"14133","NLSTR","Strikes in Netherlands","1980","","LANDELIJK"
"14134","NLSTR","Strikes in Netherlands","1980","10426","GRONINGEN"
"14135","NLSTR","Strikes in Netherlands","1980","10702","LEIDEN"
"14136","NLSTR","Strikes in Netherlands","1980","","LANDELIJK"
"14137","NLSTR","Strikes in Netherlands","1981","10426","GRONINGEN"
"14138","NLSTR","Strikes in Netherlands","1981","10426","GRONINGEN"
"14139","NLSTR","Strikes in Netherlands","1981","11150","AMSTERDAM"
"14140","NLSTR","Strikes in Netherlands","1981","11150","AMSTERDAM"
"14141","NLSTR","Strikes in Netherlands","1981","10345","ROTTERDAM"
"14142","NLSTR","Strikes in Netherlands","1981","11150","AMSTERDAM"
"14143","NLSTR","Strikes in Netherlands","1981","","CUYK"
"14143","NLSTR","Strikes in Netherlands","1981","10702","LEIDEN"
"14144","NLSTR","Strikes in Netherlands","1981","10345","ROTTERDAM"
"14145","NLSTR","Strikes in Netherlands","1981","10676","WIERDEN"
"14146","NLSTR","Strikes in Netherlands","1981","10522","ASSEN"
"14147","NLSTR","Strikes in Netherlands","1981","10270","VLISSINGEN"
"14148","NLSTR","Strikes in Netherlands","1981","","LANDELIJK"
"14149","NLSTR","Strikes in Netherlands","1981","10345","ROTTERDAM"
"14150","NLSTR","Strikes in Netherlands","1981","10345","ROTTERDAM"
"14151","NLSTR","Strikes in Netherlands","1981","10707","KATWIJK"
"14152","NLSTR","Strikes in Netherlands","1981","10345","ROTTERDAM"
"14153","NLSTR","Strikes in Netherlands","1981","10270","VLISSINGEN"
"14154","NLSTR","Strikes in Netherlands","1981","10865","BOLSWARD"
"14155","NLSTR","Strikes in Netherlands","1981","10792","TILBURG"
"14156","NLSTR","Strikes in Netherlands","1981","10345","ROTTERDAM"
"14157","NLSTR","Strikes in Netherlands","1981","11150","AMSTERDAM"
"14158","NLSTR","Strikes in Netherlands","1981","11133","RIJSWIJK"
"14159","NLSTR","Strikes in Netherlands","1981","","DEN HAAG"
"14160","NLSTR","Strikes in Netherlands","1981","","DEN BOSCH"
"14161","NLSTR","Strikes in Netherlands","1981","10345","ROTTERDAM"
"14162","NLSTR","Strikes in Netherlands","1981","","LANDELIJK"
"14163","NLSTR","Strikes in Netherlands","1981","10154","BREDA"
"14164","NLSTR","Strikes in Netherlands","1981","11228","LEEUWARDEN"
"14165","NLSTR","Strikes in Netherlands","1981","10702","LEIDEN"
"14166","NLSTR","Strikes in Netherlands","1981","11021","SOEST"
"14167","NLSTR","Strikes in Netherlands","1981","11150","AMSTERDAM"
"14168","NLSTR","Strikes in Netherlands","1981","","DEN HAAG"
"14168","NLSTR","Strikes in Netherlands","1981","10426","GRONINGEN"
"14169","NLSTR","Strikes in Netherlands","1981","10345","ROTTERDAM"
"14170","NLSTR","Strikes in Netherlands","1981","10345","ROTTERDAM"
"14171","NLSTR","Strikes in Netherlands","1981","10272","BEVERWIJK"
"14172","NLSTR","Strikes in Netherlands","1981","11327","ALBLASSERDAM"
"14173","NLSTR","Strikes in Netherlands","1981","10795","ARNHEM"
"14173","NLSTR","Strikes in Netherlands","1981","","DEN HAAG"
"14173","NLSTR","Strikes in Netherlands","1981","11157","DORDRECHT"
"14173","NLSTR","Strikes in Netherlands","1981","10426","GRONINGEN"
"14173","NLSTR","Strikes in Netherlands","1981","10345","ROTTERDAM"
"14174","NLSTR","Strikes in Netherlands","1981","","DEN HAAG"
"14175","NLSTR","Strikes in Netherlands","1981","","LANDELIJK"
"14176","NLSTR","Strikes in Netherlands","1981","11150","AMSTERDAM"
"14177","NLSTR","Strikes in Netherlands","1981","11285","HILVERSUM"
"14178","NLSTR","Strikes in Netherlands","1981","11327","ALBLASSERDAM"
"14179","NLSTR","Strikes in Netherlands","1981","10270","VLISSINGEN"
"14180","NLSTR","Strikes in Netherlands","1981","11178","SCHIJNDEL"
"14181","NLSTR","Strikes in Netherlands","1981","","STEEG, DE"
"14182","NLSTR","Strikes in Netherlands","1981","10154","BREDA"
"14183","NLSTR","Strikes in Netherlands","1981","10345","ROTTERDAM"
"14184","NLSTR","Strikes in Netherlands","1981","11209","NIJMEGEN"
"14185","NLSTR","Strikes in Netherlands","1981","","SCHEVENINGEN"
"14186","NLSTR","Strikes in Netherlands","1981","11150","AMSTERDAM"
"14187","NLSTR","Strikes in Netherlands","1981","","HENGELO"
"14187","NLSTR","Strikes in Netherlands","1981","10270","VLISSINGEN"
"14188","NLSTR","Strikes in Netherlands","1981","","BUITENLAND (FOREIGN COUNTRY)"
"14189","NLSTR","Strikes in Netherlands","1981","11150","AMSTERDAM"
"14190","NLSTR","Strikes in Netherlands","1981","11150","AMSTERDAM"
"14191","NLSTR","Strikes in Netherlands","1981","10718","VEENHUIZEN"
"14192","NLSTR","Strikes in Netherlands","1981","10345","ROTTERDAM"
"14193","NLSTR","Strikes in Netherlands","1982","10154","BREDA"
"14194","NLSTR","Strikes in Netherlands","1982","","LANDELIJK"
"14195","NLSTR","Strikes in Netherlands","1982","10805","RAVENSTEIN"
"14196","NLSTR","Strikes in Netherlands","1982","10932","HELMOND"
"14197","NLSTR","Strikes in Netherlands","1982","11412","DONGEN"
"14198","NLSTR","Strikes in Netherlands","1982","10345","ROTTERDAM"
"14199","NLSTR","Strikes in Netherlands","1982","","DEN BOSCH"
"14200","NLSTR","Strikes in Netherlands","1982","11260","SCHIEDAM"
"14201","NLSTR","Strikes in Netherlands","1982","10792","TILBURG"
"14202","NLSTR","Strikes in Netherlands","1982","10182","MAASTRICHT"
"14203","NLSTR","Strikes in Netherlands","1982","10506","GIETEN"
"14203","NLSTR","Strikes in Netherlands","1982","10834","OSS"
"14204","NLSTR","Strikes in Netherlands","1982","10799","AMSTELVEEN"
"14204","NLSTR","Strikes in Netherlands","1982","11150","AMSTERDAM"
"14204","NLSTR","Strikes in Netherlands","1982","10154","BREDA"
"14204","NLSTR","Strikes in Netherlands","1982","10426","GRONINGEN"
"14204","NLSTR","Strikes in Netherlands","1982","10773","WEESP"
"14204","NLSTR","Strikes in Netherlands","1982","","LEEUWA#"
"14205","NLSTR","Strikes in Netherlands","1982","10932","HELMOND"
"14206","NLSTR","Strikes in Netherlands","1982","11150","AMSTERDAM"
"14207","NLSTR","Strikes in Netherlands","1982","10345","ROTTERDAM"
"14208","NLSTR","Strikes in Netherlands","1982","10792","TILBURG"
"14209","NLSTR","Strikes in Netherlands","1982","10928","DELFT"
"14210","NLSTR","Strikes in Netherlands","1982","10345","ROTTERDAM"
"14211","NLSTR","Strikes in Netherlands","1982","11150","AMSTERDAM"
"14211","NLSTR","Strikes in Netherlands","1982","10345","ROTTERDAM"
"14212","NLSTR","Strikes in Netherlands","1982","11150","AMSTERDAM"
"14213","NLSTR","Strikes in Netherlands","1982","10477","VENLO"
"14214","NLSTR","Strikes in Netherlands","1982","11298","EINDHOVEN"
"14215","NLSTR","Strikes in Netherlands","1982","11285","HILVERSUM"
"14216","NLSTR","Strikes in Netherlands","1982","11150","AMSTERDAM"
"14217","NLSTR","Strikes in Netherlands","1982","","LANDELIJK"
"14218","NLSTR","Strikes in Netherlands","1982","11157","DORDRECHT"
"14219","NLSTR","Strikes in Netherlands","1982","10620","VELSEN"
"14220","NLSTR","Strikes in Netherlands","1982","11150","AMSTERDAM"
"14221","NLSTR","Strikes in Netherlands","1982","","LANDELIJK"
"14222","NLSTR","Strikes in Netherlands","1982","","LANDELIJK"
"14223","NLSTR","Strikes in Netherlands","1982","11150","AMSTERDAM"
"14224","NLSTR","Strikes in Netherlands","1982","","LANDELIJK"
"14225","NLSTR","Strikes in Netherlands","1982","11150","AMSTERDAM"
"14226","NLSTR","Strikes in Netherlands","1983","10345","ROTTERDAM"
"14226","NLSTR","Strikes in Netherlands","1983","10270","VLISSINGEN"
"14227","NLSTR","Strikes in Netherlands","1983","11150","AMSTERDAM"
"14227","NLSTR","Strikes in Netherlands","1983","10191","MAARSSEN"
"14227","NLSTR","Strikes in Netherlands","1983","10737","HAARZUILENS"
"14228","NLSTR","Strikes in Netherlands","1983","11150","AMSTERDAM"
"14228","NLSTR","Strikes in Netherlands","1983","10345","ROTTERDAM"
"14229","NLSTR","Strikes in Netherlands","1983","10345","ROTTERDAM"
"14230","NLSTR","Strikes in Netherlands","1983","10722","UTRECHT"
"14231","NLSTR","Strikes in Netherlands","1983","10345","ROTTERDAM"
"14232","NLSTR","Strikes in Netherlands","1983","11150","AMSTERDAM"
"14233","NLSTR","Strikes in Netherlands","1983","","DEN BOSCH"
"14234","NLSTR","Strikes in Netherlands","1983","11150","AMSTERDAM"
"14235","NLSTR","Strikes in Netherlands","1983","10345","ROTTERDAM"
"14236","NLSTR","Strikes in Netherlands","1983","10759","ZEELAND"
"14236","NLSTR","Strikes in Netherlands","1983","","ZUID-HOLLAND"
"14237","NLSTR","Strikes in Netherlands","1983","","DEN BOSCH"
"14238","NLSTR","Strikes in Netherlands","1983","10182","MAASTRICHT"
"14239","NLSTR","Strikes in Netherlands","1983","10396","DOETINCHEM"
"14240","NLSTR","Strikes in Netherlands","1983","","LANDELIJK"
"14241","NLSTR","Strikes in Netherlands","1983","10345","ROTTERDAM"
"14242","NLSTR","Strikes in Netherlands","1983","","SCHIPHOL"
"14243","NLSTR","Strikes in Netherlands","1983","10345","ROTTERDAM"
"14244","NLSTR","Strikes in Netherlands","1984","11260","SCHIEDAM"
"14245","NLSTR","Strikes in Netherlands","1984","10976","DELFZIJL"
"14246","NLSTR","Strikes in Netherlands","1984","10944","RUINERWOLD"
"14247","NLSTR","Strikes in Netherlands","1984","10839","HOOGEVEEN"
"14248","NLSTR","Strikes in Netherlands","1984","11263","LOCHEM"
"14249","NLSTR","Strikes in Netherlands","1984","","HOEK VAN HOLLAND"
"14250","NLSTR","Strikes in Netherlands","1984","10899","DEVENTER"
"14251","NLSTR","Strikes in Netherlands","1984","","SCHEVENINGEN"
"14252","NLSTR","Strikes in Netherlands","1984","","LANDELIJK"
"14253","NLSTR","Strikes in Netherlands","1984","11331","SLIEDRECHT"
"14254","NLSTR","Strikes in Netherlands","1984","11150","AMSTERDAM"
"14255","NLSTR","Strikes in Netherlands","1985","","HENGELO"
"14256","NLSTR","Strikes in Netherlands","1985","10909","HARLINGEN"
"14257","NLSTR","Strikes in Netherlands","1985","","ONBEKEND"
"14258","NLSTR","Strikes in Netherlands","1985","","EERBEEK"
"14258","NLSTR","Strikes in Netherlands","1985","10397","OUDENBOSCH"
"14259","NLSTR","Strikes in Netherlands","1985","10522","ASSEN"
"14260","NLSTR","Strikes in Netherlands","1985","11150","AMSTERDAM"
"14261","NLSTR","Strikes in Netherlands","1985","11307","BORCULO"
"14261","NLSTR","Strikes in Netherlands","1985","10083","BOXTEL"
"14261","NLSTR","Strikes in Netherlands","1985","","CUYK"
"14261","NLSTR","Strikes in Netherlands","1985","11180","EMMEN"
"14261","NLSTR","Strikes in Netherlands","1985","10506","GIETEN"
"14261","NLSTR","Strikes in Netherlands","1985","10302","GOUDA"
"14261","NLSTR","Strikes in Netherlands","1985","10834","OSS"
"14261","NLSTR","Strikes in Netherlands","1985","10279","RAALTE"
"14261","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14261","NLSTR","Strikes in Netherlands","1985","","TWELLO"
"14261","NLSTR","Strikes in Netherlands","1985","10402","WASPIK"
"14261","NLSTR","Strikes in Netherlands","1985","11081","WEERT"
"14261","NLSTR","Strikes in Netherlands","1985","10888","WIJHE"
"14261","NLSTR","Strikes in Netherlands","1985","10938","ZEVENAAR"
"14261","NLSTR","Strikes in Netherlands","1985","","LANDELIJK#"
"14262","NLSTR","Strikes in Netherlands","1985","10704","TERNEUZEN"
"14263","NLSTR","Strikes in Netherlands","1985","11285","HILVERSUM"
"14264","NLSTR","Strikes in Netherlands","1985","10620","VELSEN"
"14265","NLSTR","Strikes in Netherlands","1985","11260","SCHIEDAM"
"14266","NLSTR","Strikes in Netherlands","1985","","LANDELIJK"
"14267","NLSTR","Strikes in Netherlands","1985","","KRIMPEN AD IJSSEL"
"14268","NLSTR","Strikes in Netherlands","1985","","LANDELIJK"
"14269","NLSTR","Strikes in Netherlands","1985","","SCHIPHOL"
"14270","NLSTR","Strikes in Netherlands","1985","","CAPELLE AD IJSSEL"
"14270","NLSTR","Strikes in Netherlands","1985","","NIEUWERKERK"
"14271","NLSTR","Strikes in Netherlands","1985","10811","VLAARDINGEN"
"14272","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14273","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14274","NLSTR","Strikes in Netherlands","1985","10426","GRONINGEN"
"14275","NLSTR","Strikes in Netherlands","1985","","LANDELIJK#"
"14276","NLSTR","Strikes in Netherlands","1985","","LANDELIJK"
"14277","NLSTR","Strikes in Netherlands","1985","10426","GRONINGEN"
"14278","NLSTR","Strikes in Netherlands","1985","","OCHTEN"
"14279","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14280","NLSTR","Strikes in Netherlands","1985","","SCHIPHOL"
"14281","NLSTR","Strikes in Netherlands","1985","10620","VELSEN"
"14282","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14283","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14284","NLSTR","Strikes in Netherlands","1985","","GRAVENZAND"
"14285","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14286","NLSTR","Strikes in Netherlands","1985","10807","BREUKELEN"
"14287","NLSTR","Strikes in Netherlands","1985","10620","VELSEN"
"14288","NLSTR","Strikes in Netherlands","1985","11307","BORCULO"
"14289","NLSTR","Strikes in Netherlands","1985","11150","AMSTERDAM"
"14289","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14290","NLSTR","Strikes in Netherlands","1985","10616","GROESBEEK"
"14291","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14292","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14293","NLSTR","Strikes in Netherlands","1985","10426","GRONINGEN"
"14294","NLSTR","Strikes in Netherlands","1985","11150","AMSTERDAM"
"14295","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14296","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14297","NLSTR","Strikes in Netherlands","1985","","DRENTE"
"14297","NLSTR","Strikes in Netherlands","1985","","OVERIJSSEL"
"14297","NLSTR","Strikes in Netherlands","1985","","ZUID-HOLLAND"
"14298","NLSTR","Strikes in Netherlands","1985","10702","LEIDEN"
"14299","NLSTR","Strikes in Netherlands","1985","10426","GRONINGEN"
"14299","NLSTR","Strikes in Netherlands","1985","","DRENTE"
"14299","NLSTR","Strikes in Netherlands","1985","","HOLLAND"
"14300","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14301","NLSTR","Strikes in Netherlands","1985","11253","STADSKANAAL"
"14302","NLSTR","Strikes in Netherlands","1985","10839","HOOGEVEEN"
"14302","NLSTR","Strikes in Netherlands","1985","","YPENBURG"
"14303","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14304","NLSTR","Strikes in Netherlands","1985","","NOORD-HOLLAND"
"14305","NLSTR","Strikes in Netherlands","1985","10766","ZOETERMEER"
"14306","NLSTR","Strikes in Netherlands","1985","","LANDELIJK"
"14307","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14308","NLSTR","Strikes in Netherlands","1985","10345","ROTTERDAM"
"14309","NLSTR","Strikes in Netherlands","1985","11150","AMSTERDAM"
"14310","NLSTR","Strikes in Netherlands","1986","11150","AMSTERDAM"
"14311","NLSTR","Strikes in Netherlands","1986","10345","ROTTERDAM"
"14312","NLSTR","Strikes in Netherlands","1986","10795","ARNHEM"
"14312","NLSTR","Strikes in Netherlands","1986","10932","HELMOND"
"14313","NLSTR","Strikes in Netherlands","1986","","ST MAARTEN"
"14314","NLSTR","Strikes in Netherlands","1986","11180","EMMEN"
"14315","NLSTR","Strikes in Netherlands","1986","10811","VLAARDINGEN"
"14316","NLSTR","Strikes in Netherlands","1986","11150","AMSTERDAM"
"14317","NLSTR","Strikes in Netherlands","1986","11150","AMSTERDAM"
"14318","NLSTR","Strikes in Netherlands","1986","","YPENBURG"
"14319","NLSTR","Strikes in Netherlands","1986","10902","HEERLEN"
"14320","NLSTR","Strikes in Netherlands","1986","10929","OSSENDRECHT"
"14321","NLSTR","Strikes in Netherlands","1986","10704","TERNEUZEN"
"14322","NLSTR","Strikes in Netherlands","1986","11226","FRANEKER"
"14323","NLSTR","Strikes in Netherlands","1986","10064","SCHOONEBEEK"
"14324","NLSTR","Strikes in Netherlands","1986","11150","AMSTERDAM"
"14325","NLSTR","Strikes in Netherlands","1986","10345","ROTTERDAM"
"14326","NLSTR","Strikes in Netherlands","1986","10976","DELFZIJL"
"14326","NLSTR","Strikes in Netherlands","1986","11180","EMMEN"
"14326","NLSTR","Strikes in Netherlands","1986","","HENGELO"
"14327","NLSTR","Strikes in Netherlands","1986","","LANDELIJK"
"14328","NLSTR","Strikes in Netherlands","1986","10139","BERKEL EN RODENRIJS"
"14329","NLSTR","Strikes in Netherlands","1986","10345","ROTTERDAM"
"14330","NLSTR","Strikes in Netherlands","1986","11150","AMSTERDAM"
"14331","NLSTR","Strikes in Netherlands","1986","","FOXHOL"
"14331","NLSTR","Strikes in Netherlands","1986","","GASSELTERNIJVEEN"
"14332","NLSTR","Strikes in Netherlands","1986","","BROEK OP LANGEDIJK"
"14333","NLSTR","Strikes in Netherlands","1986","10704","TERNEUZEN"
"14334","NLSTR","Strikes in Netherlands","1986","10426","GRONINGEN"
"14335","NLSTR","Strikes in Netherlands","1986","10139","BERKEL EN RODENRIJS"
"14336","NLSTR","Strikes in Netherlands","1986","10139","BERKEL EN RODENRIJS"
"14337","NLSTR","Strikes in Netherlands","1986","11150","AMSTERDAM"
"14338","NLSTR","Strikes in Netherlands","1986","10205","HELDEN"
"14339","NLSTR","Strikes in Netherlands","1986","10886","APPINGEDAM"
"14340","NLSTR","Strikes in Netherlands","1986","","HENGELO"
"14341","NLSTR","Strikes in Netherlands","1986","10932","HELMOND"
"14342","NLSTR","Strikes in Netherlands","1986","","DEN HAAG"
"14343","NLSTR","Strikes in Netherlands","1986","10410","HOOGEZAND"
"14344","NLSTR","Strikes in Netherlands","1986","10886","APPINGEDAM"
"14345","NLSTR","Strikes in Netherlands","1986","11150","AMSTERDAM"
"14346","NLSTR","Strikes in Netherlands","1986","10345","ROTTERDAM"
"14347","NLSTR","Strikes in Netherlands","1986","","SCHIPHOL"
"14348","NLSTR","Strikes in Netherlands","1986","10345","ROTTERDAM"
"14349","NLSTR","Strikes in Netherlands","1986","11150","AMSTERDAM"
"14350","NLSTR","Strikes in Netherlands","1986","10345","ROTTERDAM"
"14351","NLSTR","Strikes in Netherlands","1986","10345","ROTTERDAM"
"14351","NLSTR","Strikes in Netherlands","1986","10620","VELSEN"
"14351","NLSTR","Strikes in Netherlands","1986","","ENGELAND"
"14351","NLSTR","Strikes in Netherlands","1986","","MALEISIE"
"14352","NLSTR","Strikes in Netherlands","1986","10345","ROTTERDAM"
"14353","NLSTR","Strikes in Netherlands","1986","10345","ROTTERDAM"
"14354","NLSTR","Strikes in Netherlands","1986","","FRANKRIJK"
"14355","NLSTR","Strikes in Netherlands","1986","11044","ZAANDAM"
"14355","NLSTR","Strikes in Netherlands","1986","10766","ZOETERMEER"
"14356","NLSTR","Strikes in Netherlands","1987","11395","POORTUGAAL"
"14357","NLSTR","Strikes in Netherlands","1987","","DEN HAAG"
"14357","NLSTR","Strikes in Netherlands","1987","10426","GRONINGEN"
"14357","NLSTR","Strikes in Netherlands","1987","11228","LEEUWARDEN"
"14357","NLSTR","Strikes in Netherlands","1987","11204","MEPPEL"
"14357","NLSTR","Strikes in Netherlands","1987","10122","MIDDELBURG"
"14358","NLSTR","Strikes in Netherlands","1987","10345","ROTTERDAM"
"14359","NLSTR","Strikes in Netherlands","1987","","HOOFDDORP"
"14360","NLSTR","Strikes in Netherlands","1987","11150","AMSTERDAM"
"14361","NLSTR","Strikes in Netherlands","1990","10702","LEIDEN"
"14362","NLSTR","Strikes in Netherlands","1990","","LANDELIJK"
"14363","NLSTR","Strikes in Netherlands","1990","10620","VELSEN"
"14364","NLSTR","Strikes in Netherlands","1990","11298","EINDHOVEN"
"14365","NLSTR","Strikes in Netherlands","1990","11150","AMSTERDAM"
"14366","NLSTR","Strikes in Netherlands","1990","11150","AMSTERDAM"
"14367","NLSTR","Strikes in Netherlands","1990","","DEN BOSCH"
"14367","NLSTR","Strikes in Netherlands","1990","11074","ZOETERWOUDE"
"14368","NLSTR","Strikes in Netherlands","1990","","LANDELIJK"
"14369","NLSTR","Strikes in Netherlands","1990","","DEN HAAG"
"14370","NLSTR","Strikes in Netherlands","1990","10707","KATWIJK"
"14371","NLSTR","Strikes in Netherlands","1990","10345","ROTTERDAM"
"14372","NLSTR","Strikes in Netherlands","1990","10081","WADDINXVEEN"
"14373","NLSTR","Strikes in Netherlands","2000","","DRACHTEN"
"14373","NLSTR","Strikes in Netherlands","2000","11392","HOORN"
"14374","NLSTR","Strikes in Netherlands","2000","10093","ZWOLLE"
"14375","NLSTR","Strikes in Netherlands","2000","11228","LEEUWARDEN"
"14376","NLSTR","Strikes in Netherlands","2000","10512","NUNSPEET"
"14377","NLSTR","Strikes in Netherlands","2000","","LAND"
"14378","NLSTR","Strikes in Netherlands","1989","11150","AMSTERDAM"
"14379","NLSTR","Strikes in Netherlands","1989","","LANDELIJK"
"14380","NLSTR","Strikes in Netherlands","1989","","LANDELIJK"
"14381","NLSTR","Strikes in Netherlands","1989","11044","ZAANSTAD"
"14382","NLSTR","Strikes in Netherlands","1989","10374","NIEUWEGEIN"
"14383","NLSTR","Strikes in Netherlands","1989","10345","ROTTERDAM"
"14384","NLSTR","Strikes in Netherlands","1989","11150","AMSTERDAM"
"14384","NLSTR","Strikes in Netherlands","1989","10620","VELSEN"
"14384","NLSTR","Strikes in Netherlands","1989","11044","ZAANDAM"
"14385","NLSTR","Strikes in Netherlands","1989","10345","ROTTERDAM"
"14386","NLSTR","Strikes in Netherlands","1989","11418","NAALDWIJK"
"14387","NLSTR","Strikes in Netherlands","1989","","KOOG AD ZAAN"
"14388","NLSTR","Strikes in Netherlands","1989","11150","AMSTERDAM"
"14389","NLSTR","Strikes in Netherlands","1989","11150","AMSTERDAM"
"14390","NLSTR","Strikes in Netherlands","1999","10345","ROTTERDAM"
"14391","NLSTR","Strikes in Netherlands","2000","10932","HELMOND"
"14392","NLSTR","Strikes in Netherlands","2000","11157","DORDRECHT"
"14393","NLSTR","Strikes in Netherlands","2000","10899","DEVENTER"
"14394","NLSTR","Strikes in Netherlands","2000","","SCHIPHOL"
"14395","NLSTR","Strikes in Netherlands","2000","10345","ROTTERDAM"
"14396","NLSTR","Strikes in Netherlands","1987","10154","BREDA"
"14397","NLSTR","Strikes in Netherlands","1987","10345","ROTTERDAM"
"14398","NLSTR","Strikes in Netherlands","1987","","LANDELIJK"
"14399","NLSTR","Strikes in Netherlands","1987","10345","ROTTERDAM"
"14400","NLSTR","Strikes in Netherlands","1987","","ZUID-HOLLAND"
"14400","NLSTR","Strikes in Netherlands","1987","","VOORNE-PUTTEN"
"14401","NLSTR","Strikes in Netherlands","1987","10410","HOOGEZAND"
"14401","NLSTR","Strikes in Netherlands","1987","10008","NIEUWESCHANS"
"14401","NLSTR","Strikes in Netherlands","1987","10848","OUDE PEKELA"
"14402","NLSTR","Strikes in Netherlands","1987","","SCHIPHOL"
"14403","NLSTR","Strikes in Netherlands","1987","11150","AMSTERDAM"
"14404","NLSTR","Strikes in Netherlands","1987","10083","BOXTEL"
"14405","NLSTR","Strikes in Netherlands","1987","10345","ROTTERDAM"
"14406","NLSTR","Strikes in Netherlands","1987","10942","GORINCHEM"
"14406","NLSTR","Strikes in Netherlands","1987","10345","ROTTERDAM"
"14406","NLSTR","Strikes in Netherlands","1987","","SCHARSTERBRUG"
"14407","NLSTR","Strikes in Netherlands","1987","","DEN DOLDER"
"14408","NLSTR","Strikes in Netherlands","1987","11298","EINDHOVEN"
"14409","NLSTR","Strikes in Netherlands","1987","10345","ROTTERDAM"
"14410","NLSTR","Strikes in Netherlands","1987","","DEN HAAG"
"14411","NLSTR","Strikes in Netherlands","1987","","DEN DOLDER"
"14412","NLSTR","Strikes in Netherlands","1987","","ETTEN"
"14413","NLSTR","Strikes in Netherlands","1987","11150","AMSTERDAM"
"14414","NLSTR","Strikes in Netherlands","1987","11150","AMSTERDAM"
"14415","NLSTR","Strikes in Netherlands","1987","10702","LEIDEN"
"14416","NLSTR","Strikes in Netherlands","1987","11150","AMSTERDAM"
"14417","NLSTR","Strikes in Netherlands","1987","11285","HILVERSUM"
"14418","NLSTR","Strikes in Netherlands","1988","10527","ALKMAAR"
"14419","NLSTR","Strikes in Netherlands","1988","10345","ROTTERDAM"
"14420","NLSTR","Strikes in Netherlands","1988","10345","ROTTERDAM"
"14421","NLSTR","Strikes in Netherlands","1988","","LANDELIJK#"
"14422","NLSTR","Strikes in Netherlands","1988","11150","AMSTERDAM"
"14423","NLSTR","Strikes in Netherlands","1988","10219","BUDEL"
"14424","NLSTR","Strikes in Netherlands","1988","10154","BREDA"
"14425","NLSTR","Strikes in Netherlands","1988","10262","ZUIDWOLDE"
"14426","NLSTR","Strikes in Netherlands","1988","11150","AMSTERDAM"
"14427","NLSTR","Strikes in Netherlands","1988","11150","AMSTERDAM"
"14427","NLSTR","Strikes in Netherlands","1988","10345","ROTTERDAM"
"14428","NLSTR","Strikes in Netherlands","1988","10345","ROTTERDAM"
